tanggal,kode_sku,nama_produk,kategori,subkategori,wilayah,channel,actual_unit,target_unit,actual_revenue,target_revenue,cogs,profit,stok_awal,stok_akhir,achievement_pct,gap_unit,profit_margin_pct,days_of_stock
2024-06-01,SKU012,Snack Keripik 75g,Food & Beverage,Snack,Kalimantan,Online,289,312,2745500,2964000,1678135,1067365,959,927,92.6,-23,38.9,96
2024-06-01,SKU012,Snack Keripik 75g,Food & Beverage,Snack,Sulawesi,Modern Trade,332,366,3154000,3477000,1991512,1162488,763,684,90.7,-34,36.9,62
2024-06-01,SKU012,Snack Keripik 75g,Food & Beverage,Snack,Sulawesi,Traditional Trade,260,333,2470000,3163500,1562902,907098,460,496,78.1,-73,36.7,57
2024-06-01,SKU012,Snack Keripik 75g,Food & Beverage,Snack,Sulawesi,Mini Market,506,597,4807000,5671500,2661037,2145963,511,302,84.8,-91,44.6,18
2024-06-01,SKU012,Snack Keripik 75g,Food & Beverage,Snack,Sulawesi,Online,355,329,3372500,3125500,2232243,1140257,876,700,107.9,26,33.8,59
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jabodetabek,Modern Trade,1153,1234,21330500,22829000,12213897,9116603,624,0,93.4,-81,42.7,0
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jabodetabek,Traditional Trade,624,515,11544000,9527500,7961757,3582243,623,370,121.2,109,31.0,18
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jabodetabek,Mini Market,400,407,7400000,7529500,4165183,3234817,308,35,98.3,-7,43.7,3
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jabodetabek,Online,576,496,10656000,9176000,7302243,3353757,507,108,116.1,80,31.5,6
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jawa Barat,Modern Trade,581,620,10748500,11470000,6916496,3832004,623,440,93.7,-39,35.7,23
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jawa Barat,Traditional Trade,642,709,11877000,13116500,7048538,4828462,403,148,90.6,-67,40.7,7
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jawa Barat,Mini Market,575,469,10637500,8676500,6513106,4124394,845,579,122.6,106,38.8,30
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jawa Barat,Online,287,299,5309500,5531500,3477613,1831887,587,527,96.0,-12,34.5,55
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jawa Tengah,Modern Trade,478,433,8843000,8010500,5453793,3389207,340,31,110.4,45,38.3,2
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jawa Tengah,Traditional Trade,523,555,9675500,10267500,6434892,3240608,900,662,94.2,-32,33.5,38
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jawa Tengah,Mini Market,814,770,15059000,14245000,10301835,4757165,803,379,105.7,44,31.6,14
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jawa Tengah,Online,460,443,8510000,8195500,5812105,2697895,370,100,103.8,17,31.7,7
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jawa Timur,Modern Trade,552,565,10212000,10452500,7020899,3191101,413,61,97.7,-13,31.2,3
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jawa Timur,Traditional Trade,468,579,8658000,10711500,5783428,2874572,663,548,80.8,-111,33.2,35
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jawa Timur,Mini Market,302,304,5587000,5624000,3903946,1683054,673,600,99.3,-2,30.1,60
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Jawa Timur,Online,306,349,5661000,6456500,3881419,1779581,324,368,87.7,-43,31.4,36
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Sumatera Utara,Modern Trade,708,565,13098000,10452500,7673078,5424922,613,139,125.3,143,41.4,6
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Sumatera Utara,Traditional Trade,592,482,10952000,8917000,6471816,4480184,972,714,122.8,110,40.9,36
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Sumatera Utara,Mini Market,248,258,4588000,4773000,3123538,1464462,939,796,96.1,-10,31.9,96
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Sumatera Utara,Online,334,452,6179000,8362000,4236818,1942182,689,653,73.9,-118,31.4,59
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Sumatera Selatan,Modern Trade,253,232,4680500,4292000,2837653,1842847,675,784,109.1,21,39.4,93
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Sumatera Selatan,Traditional Trade,380,406,7030000,7511000,4860795,2169205,567,569,93.6,-26,30.9,45
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Sumatera Selatan,Mini Market,331,334,6123500,6179000,4206867,1916633,987,799,99.1,-3,31.3,72
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Sumatera Selatan,Online,304,291,5624000,5383500,3112609,2511391,431,281,104.5,13,44.7,28
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Kalimantan,Modern Trade,296,385,5476000,7122500,3138301,2337699,542,390,76.9,-89,42.7,40
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Kalimantan,Traditional Trade,112,142,2072000,2627000,1390411,681589,932,956,78.9,-30,32.9,256
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Kalimantan,Mini Market,269,295,4976500,5457500,3460491,1516009,946,946,91.2,-26,30.5,106
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Kalimantan,Online,136,124,2516000,2294000,1436151,1079849,383,442,109.7,12,42.9,98
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Sulawesi,Modern Trade,272,238,5032000,4403000,3094405,1937595,538,473,114.3,34,38.5,52
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Sulawesi,Traditional Trade,150,139,2775000,2571500,1786594,988406,497,690,107.9,11,35.6,138
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Sulawesi,Mini Market,319,303,5901500,5605500,3871036,2030464,780,708,105.3,16,34.4,67
2024-07-01,SKU001,Sabun Mandi Cair 400ml,Personal Care,Hygiene,Sulawesi,Online,106,115,1961000,2127500,1101952,859048,502,630,92.2,-9,43.8,178
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jabodetabek,Modern Trade,750,672,16500000,14784000,9543630,6956370,426,0,111.6,78,42.2,0
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jabodetabek,Traditional Trade,386,465,8492000,10230000,5934185,2557815,466,382,83.0,-79,30.1,30
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jabodetabek,Mini Market,824,824,18128000,18128000,10746468,7381532,736,140,100.0,0,40.7,5
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jabodetabek,Online,562,531,12364000,11682000,8014670,4349330,999,665,105.8,31,35.2,35
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jawa Barat,Modern Trade,847,723,18634000,15906000,10424185,8209815,652,0,117.2,124,44.1,0
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jawa Barat,Traditional Trade,500,698,11000000,15356000,7231581,3768419,312,0,71.6,-198,34.3,0
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jawa Barat,Mini Market,724,786,15928000,17292000,9624048,6303952,997,406,92.1,-62,39.6,17
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jawa Barat,Online,530,673,11660000,14806000,7201426,4458574,791,550,78.8,-143,38.2,31
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jawa Tengah,Modern Trade,895,1042,19690000,22924000,12441866,7248134,494,0,85.9,-147,36.8,0
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jawa Tengah,Traditional Trade,259,343,5698000,7546000,3531288,2166712,772,779,75.5,-84,38.0,90
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jawa Tengah,Mini Market,721,829,15862000,18238000,9799963,6062037,445,21,87.0,-108,38.2,1
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jawa Tengah,Online,539,495,11858000,10890000,7923987,3934013,690,327,108.9,44,33.2,18
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jawa Timur,Modern Trade,874,972,19228000,21384000,12932959,6295041,476,0,89.9,-98,32.7,0
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jawa Timur,Traditional Trade,329,366,7238000,8052000,4493663,2744337,577,520,89.9,-37,37.9,47
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jawa Timur,Mini Market,403,545,8866000,11990000,5279954,3586046,862,701,73.9,-142,40.4,52
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Jawa Timur,Online,281,357,6182000,7854000,3862950,2319050,745,645,78.7,-76,37.5,69
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sumatera Utara,Modern Trade,966,753,21252000,16566000,14753477,6498523,368,0,128.3,213,30.6,0
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sumatera Utara,Traditional Trade,522,484,11484000,10648000,7209821,4274179,806,494,107.9,38,37.2,28
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sumatera Utara,Mini Market,598,685,13156000,15070000,8482019,4673981,646,307,87.3,-87,35.5,15
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sumatera Utara,Online,377,382,8294000,8404000,5220621,3073379,649,563,98.7,-5,37.1,45
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sumatera Selatan,Modern Trade,303,371,6666000,8162000,3729419,2936581,757,743,81.7,-68,44.1,74
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sumatera Selatan,Traditional Trade,344,449,7568000,9878000,4943737,2624263,620,619,76.6,-105,34.7,54
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sumatera Selatan,Mini Market,420,435,9240000,9570000,5540850,3699150,499,244,96.6,-15,40.0,17
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sumatera Selatan,Online,295,275,6490000,6050000,4456729,2033271,907,833,107.3,20,31.3,85
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Kalimantan,Modern Trade,380,398,8360000,8756000,4622324,3737676,823,591,95.5,-18,44.7,47
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Kalimantan,Traditional Trade,360,344,7920000,7568000,4452594,3467406,802,778,104.7,16,43.8,65
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Kalimantan,Mini Market,266,349,5852000,7678000,3388175,2463825,582,489,76.2,-83,42.1,55
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Kalimantan,Online,282,231,6204000,5082000,3641673,2562327,948,767,122.1,51,41.3,82
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sulawesi,Modern Trade,417,482,9174000,10604000,5818900,3355100,579,425,86.5,-65,36.6,31
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sulawesi,Traditional Trade,467,402,10274000,8844000,6477208,3796792,961,690,116.2,65,37.0,44
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sulawesi,Mini Market,208,223,4576000,4906000,3124107,1451893,836,986,93.3,-15,31.7,142
2024-07-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sulawesi,Online,179,210,3938000,4620000,2579772,1358228,311,384,85.2,-31,34.5,64
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jabodetabek,Modern Trade,724,857,8688000,10284000,4815960,3872040,959,550,84.5,-133,44.6,23
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jabodetabek,Traditional Trade,306,362,3672000,4344000,2566533,1105467,757,746,84.5,-56,30.1,73
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jabodetabek,Mini Market,992,1244,11904000,14928000,7108034,4795966,580,0,79.7,-252,40.3,0
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jabodetabek,Online,372,469,4464000,5628000,2645877,1818123,900,693,79.3,-97,40.7,56
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Barat,Modern Trade,1002,795,12024000,9540000,8178252,3845748,865,207,126.0,207,32.0,6
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Barat,Traditional Trade,468,637,5616000,7644000,3404724,2211276,326,180,73.5,-169,39.4,12
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Barat,Mini Market,664,711,7968000,8532000,5381675,2586325,335,0,93.4,-47,32.5,0
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Barat,Online,422,434,5064000,5208000,3456124,1607876,357,102,97.2,-12,31.8,7
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Tengah,Modern Trade,775,955,9300000,11460000,5326440,3973560,835,243,81.2,-180,42.7,9
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Tengah,Traditional Trade,315,404,3780000,4848000,2281465,1498535,383,379,78.0,-89,39.6,36
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Tengah,Mini Market,744,693,8928000,8316000,5640413,3287587,837,406,107.4,51,36.8,16
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Tengah,Online,464,448,5568000,5376000,3137128,2430872,512,377,103.6,16,43.7,24
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Timur,Modern Trade,450,631,5400000,7572000,3181211,2218789,545,223,71.3,-181,41.1,15
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Timur,Traditional Trade,581,823,6972000,9876000,4563824,2408176,790,330,70.6,-242,34.5,17
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Timur,Mini Market,275,319,3300000,3828000,1890552,1409448,440,521,86.2,-44,42.7,57
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Timur,Online,369,446,4428000,5352000,2880589,1547411,319,311,82.7,-77,34.9,25
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Utara,Modern Trade,553,602,6636000,7224000,4343718,2292282,863,444,91.9,-49,34.5,24
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Utara,Traditional Trade,147,166,1764000,1992000,1030927,733073,803,759,88.6,-19,41.6,155
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Utara,Mini Market,588,570,7056000,6840000,4270416,2785584,468,183,103.2,18,39.5,9
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Utara,Online,192,222,2304000,2664000,1484126,819874,937,989,86.5,-30,35.6,155
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Selatan,Modern Trade,475,486,5700000,5832000,3271683,2428317,506,262,97.7,-11,42.6,17
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Selatan,Traditional Trade,289,385,3468000,4620000,2111647,1356353,966,923,75.1,-96,39.1,96
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Selatan,Mini Market,425,595,5100000,7140000,3303328,1796672,824,706,71.4,-170,35.2,50
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Selatan,Online,168,192,2016000,2304000,1352122,663878,510,544,87.5,-24,32.9,97
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Kalimantan,Modern Trade,735,664,8820000,7968000,5763539,3056461,519,39,110.7,71,34.7,2
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Kalimantan,Traditional Trade,301,331,3612000,3972000,2111111,1500889,558,468,90.9,-30,41.6,47
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Kalimantan,Mini Market,396,495,4752000,5940000,3204930,1547070,641,450,80.0,-99,32.6,34
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Kalimantan,Online,365,306,4380000,3672000,2624075,1755925,700,519,119.3,59,40.1,43
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sulawesi,Modern Trade,584,631,7008000,7572000,4690107,2317893,983,626,92.6,-47,33.1,32
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sulawesi,Traditional Trade,159,169,1908000,2028000,1293437,614563,934,900,94.1,-10,32.2,170
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sulawesi,Mini Market,185,172,2220000,2064000,1322048,897952,690,895,107.6,13,40.4,145
2024-07-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sulawesi,Online,121,156,1452000,1872000,939249,512751,733,902,77.6,-35,35.3,224
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jabodetabek,Modern Trade,448,544,1568000,1904000,932365,635635,335,48,82.4,-96,40.5,3
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jabodetabek,Traditional Trade,488,620,1708000,2170000,1178241,529759,509,182,78.7,-132,31.0,11
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jabodetabek,Mini Market,428,409,1498000,1431500,863128,634872,415,131,104.6,19,42.4,9
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jabodetabek,Online,391,451,1368500,1578500,895324,473176,579,426,86.7,-60,34.6,33
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Barat,Modern Trade,378,359,1323000,1256500,872803,450197,456,288,105.3,19,34.0,23
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Barat,Traditional Trade,249,270,871500,945000,484183,387317,742,831,92.2,-21,44.4,100
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Barat,Mini Market,687,782,2404500,2737000,1646148,758352,972,417,87.9,-95,31.5,18
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Barat,Online,414,410,1449000,1435000,841007,607993,573,271,101.0,4,42.0,20
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Tengah,Modern Trade,824,660,2884000,2310000,1884553,999447,301,0,124.8,164,34.7,0
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Tengah,Traditional Trade,815,724,2852500,2534000,1976275,876225,800,203,112.6,91,30.7,7
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Tengah,Mini Market,265,287,927500,1004500,561225,366275,783,896,92.3,-22,39.5,101
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Tengah,Online,240,290,840000,1015000,553501,286499,853,787,82.8,-50,34.1,98
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Timur,Modern Trade,908,828,3178000,2898000,1830828,1347172,711,93,109.7,80,42.4,3
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Timur,Traditional Trade,833,740,2915500,2590000,1668089,1247411,988,508,112.6,93,42.8,18
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Timur,Mini Market,950,1138,3325000,3983000,1871865,1453135,559,0,83.5,-188,43.7,0
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Timur,Online,504,448,1764000,1568000,1089473,674527,852,532,112.5,56,38.2,32
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Utara,Modern Trade,250,308,875000,1078000,610231,264769,448,472,81.2,-58,30.3,57
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Utara,Traditional Trade,578,595,2023000,2082500,1370916,652084,887,480,97.1,-17,32.2,25
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Utara,Mini Market,457,405,1599500,1417500,1077290,522210,414,313,112.8,52,32.6,21
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Utara,Online,326,411,1141000,1438500,628242,512758,863,721,79.3,-85,44.9,66
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Selatan,Modern Trade,462,468,1617000,1638000,1008001,608999,633,462,98.7,-6,37.7,30
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Selatan,Traditional Trade,584,505,2044000,1767500,1375416,668584,524,335,115.6,79,32.7,17
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Selatan,Mini Market,528,510,1848000,1785000,1290260,557740,531,335,103.5,18,30.2,19
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Selatan,Online,205,198,717500,693000,414894,302606,300,453,103.5,7,42.2,66
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Kalimantan,Modern Trade,259,295,906500,1032500,593069,313431,613,577,87.8,-36,34.6,67
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Kalimantan,Traditional Trade,299,329,1046500,1151500,675764,370736,495,308,90.9,-30,35.4,31
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Kalimantan,Mini Market,119,151,416500,528500,240677,175823,996,1013,78.8,-32,42.2,255
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Kalimantan,Online,98,128,343000,448000,210358,132642,666,874,76.6,-30,38.7,268
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sulawesi,Modern Trade,193,178,675500,623000,410813,264687,513,575,108.4,15,39.2,89
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sulawesi,Traditional Trade,365,390,1277500,1365000,824349,453151,907,663,93.6,-25,35.5,54
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sulawesi,Mini Market,626,531,2191000,1858500,1320569,870431,561,277,117.9,95,39.7,13
2024-07-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sulawesi,Online,280,274,980000,959000,601137,378863,901,900,102.2,6,38.7,96
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jabodetabek,Modern Trade,1593,1310,5575500,4585000,3871712,1703788,388,0,121.6,283,30.6,0
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jabodetabek,Traditional Trade,547,517,1914500,1809500,1260970,653530,946,547,105.8,30,34.1,30
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jabodetabek,Mini Market,975,1055,3412500,3692500,2185847,1226653,780,0,92.4,-80,35.9,0
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jabodetabek,Online,436,533,1526000,1865500,1034928,491072,521,395,81.8,-97,32.2,27
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Barat,Modern Trade,345,446,1207500,1561000,820385,387115,328,342,77.4,-101,32.1,30
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Barat,Traditional Trade,508,639,1778000,2236500,1051173,726827,878,668,79.5,-131,40.9,39
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Barat,Mini Market,1063,947,3720500,3314500,2373118,1347382,829,117,112.2,116,36.2,3
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Barat,Online,349,293,1221500,1025500,701644,519856,597,517,119.1,56,42.6,44
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Tengah,Modern Trade,716,873,2506000,3055500,1693069,812931,503,133,82.0,-157,32.4,6
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Tengah,Traditional Trade,548,644,1918000,2254000,1269102,648898,969,611,85.1,-96,33.8,33
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Tengah,Mini Market,541,692,1893500,2422000,1138013,755487,999,856,78.2,-151,39.9,47
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Tengah,Online,426,512,1491000,1792000,976779,514221,418,143,83.2,-86,34.5,10
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Timur,Modern Trade,464,622,1624000,2177000,1123809,500191,876,524,74.6,-158,30.8,34
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Timur,Traditional Trade,640,711,2240000,2488500,1376471,863529,837,485,90.0,-71,38.6,23
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Timur,Mini Market,801,1042,2803500,3647000,1659210,1144290,870,385,76.9,-241,40.8,14
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Timur,Online,161,206,563500,721000,390111,173389,666,848,78.2,-45,30.8,158
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sumatera Utara,Modern Trade,685,682,2397500,2387000,1652309,745191,440,0,100.4,3,31.1,0
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sumatera Utara,Traditional Trade,134,171,469000,598500,304707,164293,756,1001,78.4,-37,35.0,224
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sumatera Utara,Mini Market,574,584,2009000,2044000,1397520,611480,972,592,98.3,-10,30.4,31
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sumatera Utara,Online,426,473,1491000,1655500,871992,619008,450,277,90.1,-47,41.5,20
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sumatera Selatan,Modern Trade,369,338,1291500,1183000,782363,509137,822,559,109.2,31,39.4,45
2024-07-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sumatera Selatan,Traditional Trade,200,199,700000,696500,440705,259295,610,580,100.5,1,37.0,87
